city_id,city_name,country,latitude,longitude,weather_date,temp,humidity,cloudiness,wind_speed
5354943,Half Moon Bay,US,37.46,-122.43,11/05/20,            68.79,68,1,8.05
1185283,Badarganj,BD,25.67,89.05,11/05/20,            64.83,61,0,4.12
3905088,San Ramón,BO,-13.28,-64.72,11/05/20,            104.77,18,19,4.7
563300,Fatezh,RU,52.09,35.86,11/05/20,            44.29,75,90,11.18
415189,Aden,YE,12.78,45.04,11/05/20,            80.56,61,0,10.6
107304,Buraidah,SA,26.33,43.98,11/05/20,            73.4,25,0,8.05
1582886,Kwang Binh,VN,17.48,106.6,11/05/20,            73,90,100,10.71
3355672,Lüderitz,NA,-26.65,15.16,11/05/20,            61.14,85,85,9.01
543508,Kovdor,RU,67.57,30.48,11/05/20,            33.58,91,97,10.42
145724,Lucapa,AO,-8.42,20.74,11/05/20,            70.32,90,100,1.43
694712,Syedove,UA,47.08,38.16,11/05/20,            52.59,73,24,13.31
1485997,Yeniseysk,RU,58.45,92.17,11/05/20,            21.34,95,100,11.41
3693345,Pucallpa,PE,-8.38,-74.55,11/05/20,            96.8,47,75,9.17
2120591,Tilichiki,RU,60.47,166.1,11/05/20,            25.02,95,100,14.41
1835848,Seoul,KR,37.57,126.98,11/05/20,            50.18,62,90,2.37
1182998,Bela,PK,26.23,66.31,11/05/20,            70.11,66,0,2.13
5637146,Anaconda,US,46.13,-112.94,11/05/20,            62.31,29,1,9.17
5847486,Kailua,US,21.4,-157.74,11/05/20,            77.95,83,1,11.41
338345,Edd,ER,13.93,41.69,11/05/20,            82.04,57,0,14.43
3441890,Departamento de Maldonado,UY,-34.67,-54.92,11/05/20,            68.67,64,40,18.34
3372783,Ponta Delgada,PT,37.73,-25.67,11/05/20,            60.91,63,40,14.99
2120048,Ust-Nera,RU,64.57,143.2,11/05/20,            -5.62,83,100,5.19
2037075,Hailin,CN,44.58,129.42,11/05/20,            33.66,92,1,4.25
4031742,Egvekinot,RU,66.32,-179.17,11/05/20,            32.16,99,100,7.67
1488414,Urengoy,RU,65.97,78.37,11/05/20,            -3.78,91,2,5.55
3838874,Río Cuarto,AR,-33.13,-64.35,11/05/20,            81.25,24,0,11.41
3384481,Distrikt Brokopondo,SR,4.75,-55.17,11/05/20,            75.49,87,100,0.34
3435261,Concordia,AR,-31.39,-58.02,11/05/20,            78.91,39,0,11.41
